Date,Time,Open,High,Low,Close,Volume
2022.02.10,19:30,1.14737,1.14770,1.14472,1.14638,5323
2022.02.10,20:00,1.14641,1.14748,1.14607,1.14667,4692
2022.02.10,20:30,1.14665,1.14735,1.14600,1.14648,3003
2022.02.10,21:00,1.14647,1.14657,1.14495,1.14583,1827
2022.02.10,21:30,1.14583,1.14599,1.14466,1.14491,1738
2022.02.10,22:00,1.14494,1.14548,1.14465,1.14477,1787
2022.02.10,22:30,1.14476,1.14486,1.14311,1.14313,1822
2022.02.10,23:00,1.14313,1.14332,1.14070,1.14122,601
2022.02.10,23:30,1.14123,1.14294,1.14123,1.14271,455
2022.02.11,00:00,1.14267,1.14300,1.14266,1.14290,80
2022.02.11,00:30,1.14290,1.14292,1.14265,1.14269,45
2022.02.11,01:00,1.14268,1.14268,1.14043,1.14067,1128
2022.02.11,01:30,1.14066,1.14178,1.14016,1.14114,654
2022.02.11,02:00,1.14112,1.14119,1.13871,1.13871,1075
2022.02.11,02:30,1.13868,1.14005,1.13854,1.13996,1129
2022.02.11,03:00,1.13992,1.14015,1.13944,1.13993,1007
2022.02.11,03:30,1.13994,1.14060,1.13965,1.14024,793
2022.02.11,04:00,1.14022,1.14053,1.13958,1.14040,593
2022.02.11,04:30,1.14039,1.14067,1.14014,1.14031,496
2022.02.11,05:00,1.14030,1.14030,1.13980,1.14015,355
2022.02.11,05:30,1.14014,1.14014,1.13925,1.13930,349
2022.02.11,06:00,1.13928,1.13930,1.13802,1.13803,597
2022.02.11,06:30,1.13802,1.13841,1.13747,1.13809,834
2022.02.11,07:00,1.13808,1.13864,1.13802,1.13856,591
2022.02.11,07:30,1.13858,1.13885,1.13825,1.13865,377
2022.02.11,08:00,1.13868,1.13874,1.13785,1.13809,455
2022.02.11,08:30,1.13808,1.13818,1.13701,1.13760,587
2022.02.11,09:00,1.13759,1.13825,1.13724,1.13809,2155
2022.02.11,09:30,1.13808,1.13920,1.13798,1.13848,2445
2022.02.11,10:00,1.13848,1.13944,1.13779,1.13925,3401
2022.02.11,10:30,1.13925,1.13977,1.13858,1.13930,2787
2022.02.11,11:00,1.13929,1.13956,1.13820,1.13913,2332
2022.02.11,11:30,1.13913,1.13943,1.13848,1.13861,2253
2022.02.11,12:00,1.13861,1.13891,1.13837,1.13876,1331
2022.02.11,12:30,1.13877,1.13996,1.13868,1.13981,1487
2022.02.11,13:00,1.13979,1.13979,1.13922,1.13938,1324
2022.02.11,13:30,1.13939,1.13991,1.13901,1.13947,1502
2022.02.11,14:00,1.13948,1.14146,1.13915,1.14113,2537
2022.02.11,14:30,1.14105,1.14118,1.14003,1.14061,2121
2022.02.11,15:00,1.14060,1.14180,1.14017,1.14061,2562
2022.02.11,15:30,1.14062,1.14078,1.13896,1.13905,2899
2022.02.11,16:00,1.13904,1.14001,1.13880,1.13888,2767
2022.02.11,16:30,1.13889,1.13964,1.13800,1.13882,4090
2022.02.11,17:00,1.13882,1.14028,1.13832,1.14003,4424
2022.02.11,17:30,1.14006,1.14051,1.13928,1.14019,3630
2022.02.11,18:00,1.14022,1.14080,1.13922,1.14023,3278
2022.02.11,18:30,1.14023,1.14052,1.13949,1.14045,2682
2022.02.11,19:00,1.14045,1.14076,1.13959,1.14005,1934
2022.02.11,19:30,1.14004,1.14018,1.13934,1.13964,1862
2022.02.11,20:00,1.13964,1.13993,1.13915,1.13929,1479
2022.02.11,20:30,1.13931,1.13942,1.13416,1.13505,8330
2022.02.11,21:00,1.13506,1.13643,1.13321,1.13582,9326
2022.02.11,21:30,1.13586,1.13612,1.13298,1.13336,4469
2022.02.11,22:00,1.13336,1.13519,1.13311,1.13387,5040
2022.02.11,22:30,1.13383,1.13503,1.13362,1.13413,3806
2022.02.14,00:00,1.13382,1.13442,1.13375,1.13422,187
2022.02.14,00:30,1.13408,1.13465,1.13401,1.13421,184
2022.02.14,01:00,1.13427,1.13599,1.13427,1.13599,790
2022.02.14,01:30,1.13597,1.13673,1.13576,1.13644,622
2022.02.14,02:00,1.13645,1.13692,1.13591,1.13633,796
2022.02.14,02:30,1.13634,1.13637,1.13594,1.13623,472
2022.02.14,03:00,1.13622,1.13649,1.13579,1.13579,1366
2022.02.14,03:30,1.13580,1.13597,1.13521,1.13536,1355
2022.02.14,04:00,1.13537,1.13537,1.13406,1.13425,832
2022.02.14,04:30,1.13426,1.13472,1.13416,1.13431,905
2022.02.14,05:00,1.13432,1.13482,1.13425,1.13435,859
2022.02.14,05:30,1.13436,1.13453,1.13412,1.13431,868
2022.02.14,06:00,1.13430,1.13468,1.13413,1.13468,564
2022.02.14,06:30,1.13467,1.13485,1.13447,1.13452,591
2022.02.14,07:00,1.13451,1.13479,1.13421,1.13476,626
2022.02.14,07:30,1.13473,1.13523,1.13472,1.13515,701
2022.02.14,08:00,1.13516,1.13519,1.13442,1.13479,668
2022.02.14,08:30,1.13481,1.13483,1.13387,1.13445,692
2022.02.14,09:00,1.13443,1.13490,1.13373,1.13472,2275
2022.02.14,09:30,1.13472,1.13495,1.13359,1.13380,2339
2022.02.14,10:00,1.13380,1.13430,1.13219,1.13221,3876
2022.02.14,10:30,1.13221,1.13239,1.13038,1.13090,3309
2022.02.14,11:00,1.13091,1.13185,1.13079,1.13147,2489
2022.02.14,11:30,1.13147,1.13216,1.13097,1.13120,2174
2022.02.14,12:00,1.13121,1.13139,1.13011,1.13094,2047
2022.02.14,12:30,1.13094,1.13180,1.13078,1.13133,1845
2022.02.14,13:00,1.13135,1.13141,1.13009,1.13030,1410
2022.02.14,13:30,1.13029,1.13115,1.13009,1.13110,1390
2022.02.14,14:00,1.13109,1.13109,1.13020,1.13083,1638
2022.02.14,14:30,1.13084,1.13424,1.13020,1.13273,5292
2022.02.14,15:00,1.13271,1.13310,1.13126,1.13268,3960
2022.02.14,15:30,1.13267,1.13292,1.13109,1.13148,4931
2022.02.14,16:00,1.13148,1.13197,1.13096,1.13122,3739
2022.02.14,16:30,1.13121,1.13210,1.13047,1.13199,4757
2022.02.14,17:00,1.13198,1.13198,1.13007,1.13038,4308
2022.02.14,17:30,1.13039,1.13097,1.12916,1.13057,4319
2022.02.14,18:00,1.13061,1.13103,1.12960,1.13058,3518
2022.02.14,18:30,1.13057,1.13141,1.12980,1.13059,3338
2022.02.14,19:00,1.13060,1.13069,1.12986,1.13060,1935
2022.02.14,19:30,1.13060,1.13136,1.13041,1.13102,1516
2022.02.14,20:00,1.13103,1.13141,1.13079,1.13115,1553
2022.02.14,20:30,1.13114,1.13128,1.12968,1.12971,2850
2022.02.14,21:00,1.12970,1.13017,1.12800,1.12870,3574
2022.02.14,21:30,1.12870,1.12992,1.12831,1.12946,3719
2022.02.14,22:00,1.12945,1.13026,1.12929,1.13021,2159
2022.02.14,22:30,1.13020,1.13046,1.12935,1.12940,1557
2022.02.14,23:00,1.12941,1.13028,1.12940,1.13027,326
2022.02.14,23:30,1.13028,1.13078,1.13026,1.13060,392
2022.02.15,00:00,1.13054,1.13066,1.12972,1.13032,90
2022.02.15,00:30,1.13029,1.13042,1.13017,1.13036,83
2022.02.15,01:00,1.13038,1.13059,1.13038,1.13046,300
2022.02.15,01:30,1.13042,1.13073,1.13039,1.13061,207
2022.02.15,02:00,1.13059,1.13125,1.13031,1.13113,450
2022.02.15,02:30,1.13114,1.13131,1.13080,1.13119,340
2022.02.15,03:00,1.13118,1.13144,1.13103,1.13133,373
2022.02.15,03:30,1.13135,1.13140,1.13085,1.13105,537
2022.02.15,04:00,1.13104,1.13127,1.13090,1.13119,442
2022.02.15,04:30,1.13118,1.13223,1.13118,1.13189,781
2022.02.15,05:00,1.13188,1.13198,1.13150,1.13180,617
2022.02.15,05:30,1.13179,1.13224,1.13168,1.13173,952
2022.02.15,06:00,1.13172,1.13206,1.13164,1.13191,521
2022.02.15,06:30,1.13190,1.13207,1.13180,1.13192,514
2022.02.15,07:00,1.13191,1.13210,1.13149,1.13150,845
2022.02.15,07:30,1.13151,1.13207,1.13150,1.13173,792
2022.02.15,08:00,1.13174,1.13186,1.13139,1.13162,765
2022.02.15,08:30,1.13161,1.13239,1.13136,1.13218,769
2022.02.15,09:00,1.13218,1.13281,1.13197,1.13229,1723
2022.02.15,09:30,1.13229,1.13241,1.13113,1.13124,1651
2022.02.15,10:00,1.13123,1.13454,1.13091,1.13388,4369
2022.02.15,10:30,1.13387,1.13490,1.13335,1.13460,3309
2022.02.15,11:00,1.13457,1.13498,1.13404,1.13460,2666
2022.02.15,11:30,1.13461,1.13462,1.13358,1.13461,2171
2022.02.15,12:00,1.13461,1.13538,1.13384,1.13474,2566
2022.02.15,12:30,1.13475,1.13520,1.13417,1.13480,2013
2022.02.15,13:00,1.13479,1.13527,1.13441,1.13477,1985
2022.02.15,13:30,1.13475,1.13481,1.13408,1.13456,2105
2022.02.15,14:00,1.13459,1.13506,1.13364,1.13384,2731
2022.02.15,14:30,1.13386,1.13493,1.13373,1.13404,2433
2022.02.15,15:00,1.13405,1.13509,1.13403,1.13486,2552
2022.02.15,15:30,1.13486,1.13600,1.13418,1.13553,3520
2022.02.15,16:00,1.13556,1.13588,1.13482,1.13482,3220
2022.02.15,16:30,1.13482,1.13561,1.13200,1.13217,4660
2022.02.15,17:00,1.13216,1.13514,1.13214,1.13464,3976
2022.02.15,17:30,1.13464,1.13574,1.13435,1.13545,3756
2022.02.15,18:00,1.13549,1.13681,1.13545,1.13584,3231
2022.02.15,18:30,1.13589,1.13674,1.13588,1.13625,2330
2022.02.15,19:00,1.13626,1.13629,1.13459,1.13474,1542
2022.02.15,19:30,1.13474,1.13595,1.13467,1.13585,1562
2022.02.15,20:00,1.13585,1.13642,1.13580,1.13622,1046
2022.02.15,20:30,1.13623,1.13623,1.13553,1.13553,716
2022.02.15,21:00,1.13554,1.13617,1.13546,1.13577,699
2022.02.15,21:30,1.13577,1.13635,1.13572,1.13594,820
2022.02.15,22:00,1.13593,1.13636,1.13593,1.13597,891
2022.02.15,22:30,1.13598,1.13620,1.13546,1.13582,1447
2022.02.15,23:00,1.13579,1.13592,1.13558,1.13569,254
2022.02.15,23:30,1.13572,1.13597,1.13558,1.13576,315
2022.02.16,00:00,1.13590,1.13597,1.13550,1.13585,49
2022.02.16,00:30,1.13587,1.13599,1.13557,1.13562,60
2022.02.16,01:00,1.13557,1.13598,1.13557,1.13583,220
2022.02.16,01:30,1.13584,1.13586,1.13553,1.13553,181
2022.02.16,02:00,1.13551,1.13597,1.13544,1.13561,299
2022.02.16,02:30,1.13561,1.13571,1.13547,1.13571,262
2022.02.16,03:00,1.13570,1.13570,1.13510,1.13534,644
2022.02.16,03:30,1.13533,1.13533,1.13488,1.13519,689
2022.02.16,04:00,1.13520,1.13535,1.13487,1.13488,500
2022.02.16,04:30,1.13487,1.13500,1.13450,1.13472,780
2022.02.16,05:00,1.13473,1.13483,1.13454,1.13461,500
2022.02.16,05:30,1.13460,1.13471,1.13450,1.13458,405
2022.02.16,06:00,1.13459,1.13481,1.13453,1.13470,262
2022.02.16,06:30,1.13471,1.13490,1.13468,1.13478,254
2022.02.16,07:00,1.13479,1.13517,1.13478,1.13517,292
2022.02.16,07:30,1.13518,1.13554,1.13517,1.13537,382
2022.02.16,08:00,1.13536,1.13597,1.13533,1.13595,387
2022.02.16,08:30,1.13596,1.13636,1.13583,1.13633,561
2022.02.16,09:00,1.13632,1.13704,1.13630,1.13655,1831
2022.02.16,09:30,1.13655,1.13786,1.13644,1.13751,1771
2022.02.16,10:00,1.13752,1.13874,1.13729,1.13827,2544
2022.02.16,10:30,1.13826,1.13953,1.13801,1.13896,1964
2022.02.16,11:00,1.13896,1.13898,1.13753,1.13799,2240
2022.02.16,11:30,1.13798,1.13851,1.13710,1.13774,1862
2022.02.16,12:00,1.13773,1.13840,1.13732,1.13756,1616
2022.02.16,12:30,1.13754,1.13864,1.13742,1.13808,1310
2022.02.16,13:00,1.13802,1.13834,1.13741,1.13810,1287
2022.02.16,13:30,1.13809,1.13881,1.13803,1.13850,1557
2022.02.16,14:00,1.13852,1.13867,1.13751,1.13778,1806
2022.02.16,14:30,1.13778,1.13786,1.13643,1.13654,2401
2022.02.16,15:00,1.13654,1.13741,1.13635,1.13643,1970
2022.02.16,15:30,1.13638,1.13721,1.13548,1.13630,3921
2022.02.16,16:00,1.13630,1.13633,1.13529,1.13554,2828
2022.02.16,16:30,1.13553,1.13726,1.13552,1.13649,3658
2022.02.16,17:00,1.13648,1.13705,1.13600,1.13684,2742
2022.02.16,17:30,1.13682,1.13731,1.13600,1.13653,2868
2022.02.16,18:00,1.13652,1.13729,1.13605,1.13721,1844
2022.02.16,18:30,1.13722,1.13809,1.13713,1.13805,1839
2022.02.16,19:00,1.13806,1.13826,1.13767,1.13800,1542
2022.02.16,19:30,1.13801,1.13802,1.13734,1.13743,1448
2022.02.16,20:00,1.13740,1.13781,1.13711,1.13761,1519
2022.02.16,20:30,1.13765,1.13821,1.13739,1.13764,1330
2022.02.16,21:00,1.13765,1.13956,1.13699,1.13911,4749
2022.02.16,21:30,1.13910,1.13935,1.13833,1.13902,2221
2022.02.16,22:00,1.13901,1.13932,1.13810,1.13841,1957
2022.02.16,22:30,1.13840,1.13889,1.13803,1.13816,1745
2022.02.16,23:00,1.13818,1.13822,1.13725,1.13725,473
2022.02.16,23:30,1.13729,1.13748,1.13719,1.13724,290
2022.02.17,00:00,1.13727,1.13787,1.13720,1.13740,41
2022.02.17,00:30,1.13739,1.13769,1.13733,1.13748,111
2022.02.17,01:00,1.13748,1.13847,1.13748,1.13843,414
2022.02.17,01:30,1.13844,1.13846,1.13672,1.13728,705
2022.02.17,02:00,1.13727,1.13810,1.13727,1.13786,479
2022.02.17,02:30,1.13787,1.13828,1.13782,1.13796,410
2022.02.17,03:00,1.13795,1.13807,1.13755,1.13774,649
2022.02.17,03:30,1.13775,1.13820,1.13738,1.13817,634
2022.02.17,04:00,1.13818,1.13834,1.13789,1.13806,654
2022.02.17,04:30,1.13805,1.13849,1.13797,1.13828,507
2022.02.17,05:00,1.13829,1.13840,1.13787,1.13838,489
2022.02.17,05:30,1.13835,1.13845,1.13298,1.13367,1801
2022.02.17,06:00,1.13356,1.13643,1.13232,1.13454,4289
2022.02.17,06:30,1.13453,1.13527,1.13422,1.13422,1502
2022.02.17,07:00,1.13423,1.13584,1.13423,1.13569,1662
2022.02.17,07:30,1.13571,1.13594,1.13537,1.13564,916
2022.02.17,08:00,1.13565,1.13721,1.13516,1.13718,1023
2022.02.17,08:30,1.13719,1.13739,1.13525,1.13604,1747
2022.02.17,09:00,1.13603,1.13663,1.13572,1.13615,2380
2022.02.17,09:30,1.13616,1.13753,1.13609,1.13750,2229
2022.02.17,10:00,1.13751,1.13860,1.13527,1.13659,4016
2022.02.17,10:30,1.13659,1.13728,1.13495,1.13583,5216
2022.02.17,11:00,1.13582,1.13638,1.13427,1.13565,3665
2022.02.17,11:30,1.13565,1.13642,1.13543,1.13610,2953
2022.02.17,12:00,1.13608,1.13692,1.13550,1.13663,2149
2022.02.17,12:30,1.13664,1.13763,1.13642,1.13753,1746
2022.02.17,13:00,1.13753,1.13791,1.13701,1.13705,1630
2022.02.17,13:30,1.13705,1.13715,1.13622,1.13655,1666
2022.02.17,14:00,1.13655,1.13759,1.13654,1.13746,1756
2022.02.17,14:30,1.13746,1.13792,1.13708,1.13778,1997
2022.02.17,15:00,1.13777,1.13787,1.13579,1.13612,3427
2022.02.17,15:30,1.13612,1.13698,1.13515,1.13590,3969
2022.02.17,16:00,1.13591,1.13757,1.13589,1.13665,4465
2022.02.17,16:30,1.13666,1.13716,1.13505,1.13591,4754
2022.02.17,17:00,1.13591,1.13792,1.13546,1.13615,4451
2022.02.17,17:30,1.13612,1.13716,1.13560,1.13691,3858
2022.02.17,18:00,1.13694,1.13754,1.13627,1.13671,3027
2022.02.17,18:30,1.13671,1.13706,1.13620,1.13627,2325
2022.02.17,19:00,1.13626,1.13697,1.13597,1.13624,1931
2022.02.17,19:30,1.13624,1.13667,1.13581,1.13592,1486
2022.02.17,20:00,1.13592,1.13638,1.13569,1.13636,1690
2022.02.17,20:30,1.13636,1.13645,1.13609,1.13625,1272
2022.02.17,21:00,1.13625,1.13644,1.13604,1.13633,842
2022.02.17,21:30,1.13634,1.13671,1.13626,1.13638,866
2022.02.17,22:00,1.13639,1.13646,1.13567,1.13606,1196
2022.02.17,22:30,1.13606,1.13632,1.13592,1.13596,1199
2022.02.17,23:00,1.13593,1.13616,1.13590,1.13616,251
2022.02.17,23:30,1.13615,1.13622,1.13593,1.13617,285
2022.02.18,00:00,1.13616,1.13653,1.13565,1.13637,357
2022.02.18,00:30,1.13615,1.13643,1.13595,1.13616,163
2022.02.18,01:00,1.13610,1.13699,1.13577,1.13691,428
2022.02.18,01:30,1.13693,1.13696,1.13639,1.13640,325
2022.02.18,02:00,1.13636,1.13660,1.13590,1.13607,480
2022.02.18,02:30,1.13605,1.13607,1.13579,1.13596,406
2022.02.18,03:00,1.13595,1.13614,1.13578,1.13599,650
2022.02.18,03:30,1.13600,1.13712,1.13597,1.13681,1928
2022.02.18,04:00,1.13680,1.13712,1.13670,1.13673,956
2022.02.18,04:30,1.13674,1.13681,1.13626,1.13670,676
2022.02.18,05:00,1.13669,1.13689,1.13641,1.13683,646
2022.02.18,05:30,1.13682,1.13701,1.13667,1.13673,619
2022.02.18,06:00,1.13672,1.13687,1.13665,1.13676,394
2022.02.18,06:30,1.13677,1.13682,1.13630,1.13637,407
2022.02.18,07:00,1.13638,1.13660,1.13614,1.13614,454
2022.02.18,07:30,1.13615,1.13672,1.13612,1.13657,587
2022.02.18,08:00,1.13656,1.13695,1.13656,1.13677,459
2022.02.18,08:30,1.13677,1.13719,1.13667,1.13712,511
2022.02.18,09:00,1.13705,1.13733,1.13672,1.13707,1528
2022.02.18,09:30,1.13702,1.13735,1.13676,1.13696,1629
2022.02.18,10:00,1.13696,1.13734,1.13659,1.13722,1936
2022.02.18,10:30,1.13721,1.13769,1.13700,1.13753,1919
2022.02.18,11:00,1.13754,1.13769,1.13638,1.13666,1528
2022.02.18,11:30,1.13667,1.13725,1.13648,1.13710,1376
2022.02.18,12:00,1.13710,1.13723,1.13625,1.13660,1681
2022.02.18,12:30,1.13660,1.13686,1.13605,1.13611,1397
2022.02.18,13:00,1.13606,1.13622,1.13468,1.13476,1387
2022.02.18,13:30,1.13475,1.13637,1.13470,1.13624,1314
2022.02.18,14:00,1.13624,1.13639,1.13591,1.13622,1261
2022.02.18,14:30,1.13624,1.13683,1.13573,1.13600,1580
2022.02.18,15:00,1.13602,1.13616,1.13496,1.13511,2673
2022.02.18,15:30,1.13512,1.13612,1.13480,1.13492,2260
2022.02.18,16:00,1.13489,1.13516,1.13387,1.13457,2519
2022.02.18,16:30,1.13458,1.13506,1.13406,1.13479,3114
2022.02.18,17:00,1.13479,1.13542,1.13408,1.13447,2677
2022.02.18,17:30,1.13451,1.13454,1.13273,1.13409,4016
2022.02.18,18:00,1.13410,1.13423,1.13145,1.13350,4199
2022.02.18,18:30,1.13348,1.13377,1.13253,1.13256,3066
2022.02.18,19:00,1.13255,1.13290,1.13166,1.13193,1946
2022.02.18,19:30,1.13193,1.13254,1.13143,1.13220,2511
2022.02.18,20:00,1.13219,1.13320,1.13215,1.13291,1487
2022.02.18,20:30,1.13292,1.13322,1.13271,1.13298,1061
2022.02.18,21:00,1.13299,1.13329,1.13277,1.13313,1049
2022.02.18,21:30,1.13312,1.13357,1.13309,1.13311,1217
2022.02.18,22:00,1.13310,1.13317,1.13252,1.13282,1304
2022.02.18,22:30,1.13282,1.13297,1.13237,1.13245,1188
2022.02.21,00:00,1.13185,1.13247,1.13179,1.13203,91
2022.02.21,00:30,1.13217,1.13238,1.13200,1.13202,274
2022.02.21,01:00,1.13202,1.13235,1.13147,1.13147,647
2022.02.21,01:30,1.13146,1.13197,1.13130,1.13166,674
2022.02.21,02:00,1.13169,1.13203,1.13133,1.13151,413
2022.02.21,02:30,1.13153,1.13356,1.13150,1.13326,768
2022.02.21,03:00,1.13327,1.13366,1.13281,1.13350,1070
2022.02.21,03:30,1.13348,1.13580,1.13346,1.13536,1363
2022.02.21,04:00,1.13534,1.13567,1.13529,1.13552,678
2022.02.21,04:30,1.13553,1.13580,1.13535,1.13571,636
2022.02.21,05:00,1.13570,1.13680,1.13569,1.13654,624
2022.02.21,05:30,1.13655,1.13655,1.13603,1.13608,457
2022.02.21,06:00,1.13607,1.13627,1.13585,1.13589,320
2022.02.21,06:30,1.13590,1.13623,1.13583,1.13620,363
2022.02.21,07:00,1.13621,1.13645,1.13608,1.13626,367
2022.02.21,07:30,1.13625,1.13642,1.13610,1.13626,274
2022.02.21,08:00,1.13625,1.13696,1.13623,1.13691,390
2022.02.21,08:30,1.13689,1.13695,1.13655,1.13690,349
2022.02.21,09:00,1.13691,1.13751,1.13679,1.13751,1211
2022.02.21,09:30,1.13752,1.13787,1.13731,1.13734,1182
2022.02.21,10:00,1.13734,1.13905,1.13734,1.13763,1912
2022.02.21,10:30,1.13753,1.13776,1.13560,1.13564,2123
2022.02.21,11:00,1.13559,1.13681,1.13538,1.13645,1681
2022.02.21,11:30,1.13645,1.13679,1.13575,1.13635,1142
2022.02.21,12:00,1.13635,1.13665,1.13601,1.13606,1077
2022.02.21,12:30,1.13608,1.13632,1.13551,1.13561,917
2022.02.21,13:00,1.13561,1.13614,1.13494,1.13500,1200
2022.02.21,13:30,1.13501,1.13518,1.13457,1.13477,1379
2022.02.21,14:00,1.13477,1.13494,1.13395,1.13466,1080
2022.02.21,14:30,1.13463,1.13502,1.13329,1.13342,1675
2022.02.21,15:00,1.13339,1.13388,1.13268,1.13290,1389
2022.02.21,15:30,1.13289,1.13404,1.13209,1.13300,1783
2022.02.21,16:00,1.13294,1.13458,1.13251,1.13378,2278
2022.02.21,16:30,1.13376,1.13401,1.13290,1.13337,1556
2022.02.21,17:00,1.13336,1.13445,1.13257,1.13316,1632
2022.02.21,17:30,1.13313,1.13415,1.13297,1.13361,1570
